498 2
19.6926 -24.0221 
18.6945 -24.7521 
19.0311 -23.8589 
18.01 -8.83091 
19.7684 -21.8218 
19.2633 -14.2391 
19.1202 -20.1934 
20.3751 -22.8571 
17.5242 -6.75911 
19.9411 -8.64852 
20.7183 -18.8518 
18.5722 -20.891 
18.8612 -22.9589 
20.657 -10.4698 
21.3789 -22.9596 
18.9817 -14.9851 
22.1456 -16.721 
17.7877 -7.71841 
18.6245 -6.4475 
20.46 -6.99136 
20.1662 -22.0083 
20.025 -16.9543 
20.5524 -15.9023 
20.897 -16.8832 
21.111 -20.1975 
19.6793 -22.7919 
20.0616 -16.1566 
19.5586 -8.31285 
21.4444 -20.7341 
21.1087 -17.9301 
21.0854 -23.8464 
18.2386 -5.16503 
18.416 -7.81966 
19.5739 -19.623 
19.9019 -9.6074 
16.0809 -10.8377 
21.0701 -21.8649 
19.3951 -7.22354 
22.3205 -19.5127 
19.4125 -10.993 
17.2402 -17.5487 
17.5354 -19.6441 
17.2232 -15.1948 
16.3322 -24.2402 
18.4357 -13.0374 
20.4378 -19.6436 
17.9971 -16.922 
16.4106 -23.2484 
16.0573 -22.1256 
17.4189 -23.0118 
18.2247 -10.482 
17.6184 -12.2236 
17.5107 -9.72509 
17.7474 -18.6546 
16.8234 -22.2619 
19.4716 -12.8154 
18.6796 -8.35463 
17.1231 -20.6325 
18.1245 -13.9141 
17.4115 -10.3888 
18.6974 -9.45736 
16.7663 -12.9322 
18.137 -16.7225 
16.6058 -6.07651 
17.9836 -13.3854 
16.9527 -16.4886 
18.4457 -18.1951 
17.0786 -8.67876 
18.0554 -16.0102 
16.423 -19.8673 
17.4687 -7.78091 
17.7571 -21.5923 
19.1742 -18.1574 
17.2499 -11.6791 
17.0589 -6.88757 
15.8978 -22.0641 
16.639 -18.043 
15.7543 3.35566 
15.2442 5.90292 
13.8987 6.82203 
14.8097 11.0872 
14.8073 9.66872 
16.679 2.97334 
16.8104 9.10951 
14.6456 5.08836 
15.9837 5.70929 
17.8695 3.83752 
18.4234 -0.395491 
18.1198 7.62925 
16.3048 2.26119 
17.5476 3.35449 
14.745 7.31636 
14.5184 8.78666 
13.8619 7.28662 
13.4701 10.6062 
16.0944 0.00292192 
17.6011 -1.96496 
18.9346 -5.41484 
16.6126 -0.953466 
17.6249 -0.573568 
14.9125 0.731791 
17.3086 -1.01518 
15.4762 1.28828 
13.8612 10.8802 
15.2232 4.16271 
14.2012 11.3094 
18.3224 5.3612 
16.2807 -1.81264 
14.0519 8.81115 
17.1663 1.59647 
14.404 9.6239 
17.2362 2.45469 
15.8626 9.60758 
15.8889 6.81809 
16.2375 4.27759 
16.0523 7.68014 
15.6731 -1.64772 
16.9421 -1.84867 
14.9888 2.65017 
17.2909 1.25747 
17.0459 6.00496 
14.5149 6.21258 
17.0251 4.61941 
17.2547 -2.81455 
16.4115 1.05756 
16.6943 -1.77113 
16.6989 -0.171796 
16.9349 6.69139 
17.3671 6.82593 
17.6381 8.10275 
-24.4962 13.3681 
-29.4321 13.2108 
-41.7284 27.6116 
-38.19 26.9207 
-41.4561 30.0496 
-38.357 27.9908 
-20.9359 11.3305 
-39.0624 28.6993 
-35.6932 22.6242 
-30.1066 12.3575 
-22.5127 15.2987 
-26.5597 14.8832 
-26.9545 14.5789 
-22.3699 10.6744 
-32.0537 16.8681 
-33.1161 21.0894 
-28.9701 10.944 
-30.7879 17.0321 
-36.5346 22.7959 
-28.5385 22.2834 
-29.8836 15.2088 
-24.8049 18.8165 
-32.4008 20.7746 
-26.3987 20.6947 
-28.6682 20.2569 
-28.4553 11.6513 
-32.4952 17.8247 
-28.554 12.0952 
-27.3709 10.772 
-21.4339 12.0149 
-30.4483 23.7049 
-29.3382 10.4281 
-23.1516 13.9928 
-32.8275 23.0316 
-28.8058 16.1751 
-42.0341 31.1291 
-37.6059 27.7634 
-23.1098 8.03601 
-31.2175 22.4018 
-22.5868 11.7362 
-19.0808 11.4853 
-33.426 11.8807 
-40.0848 27.8531 
-38.9816 21.4642 
-29.2336 16.8771 
-21.3503 10.4975 
-27.6186 15.1152 
-23.6394 14.3637 
-27.1594 15.7992 
-35.4768 15.4705 
-34.6637 15.6458 
-32.0041 18.8304 
-20.1671 10.3158 
-24.0461 16.69 
-37.2088 23.6168 
-23.2011 13.4707 
-40.9231 27.2174 
-36.9614 28.0864 
-37.4398 29.2619 
-32.1688 26.9278 
-33.0066 14.1779 
-21.0661 9.43033 
-35.6943 26.0122 
-22.2403 8.95538 
-28.9917 18.0479 
-30.6352 13.8439 
-27.3325 9.26664 
-26.2671 17.1086 
-30.5606 9.72418 
-27.9785 13.4765 
-5.92859 -5.42883 
-39.5508 31.3799 
-23.8045 9.74749 
-28.5796 9.79743 
-26.1467 11.6955 
-28.8755 14.877 
-36.4931 29.6908 
-29.9005 14.2307 
-38.8374 30.1719 
-37.0645 17.676 
-32.3785 23.8479 
-32.6474 22.6166 
-22.7881 9.91651 
-33.8337 21.4138 
-30.6607 11.492 
-28.6124 14.4006 
-30.3111 10.5938 
-39.8403 21.9262 
-37.6696 22.3358 
-35.0324 22.2045 
-29.7579 21.1131 
-32.5169 14.7582 
-38.2664 24.1983 
-29.4622 22.6918 
-34.9786 26.6762 
-34.9662 27.1596 
-22.3605 10.6776 
-36.8222 25.6265 
-24.6677 16.6011 
-37.7549 25.4612 
-37.9026 29.8165 
-31.4296 12.9385 
-22.4312 11.6286 
-26.605 12.7852 
-34.8036 18.7585 
-40.9489 28.9284 
-33.7113 24.9246 
-40.0817 30.2902 
-31.3111 15.5752 
-34.546 17.2289 
-27.6517 11.4734 
-39.0376 28.6091 
-23.3282 12.7221 
-31.7468 16.7566 
-22.9624 11.539 
-20.9271 12.9903 
-26.8031 19.68 
-41.7153 28.5394 
-30.022 18.2406 
-26.6991 19.8738 
-31.0471 20.598 
-33.1551 19.5373 
-28.447 19.5032 
-41.6849 26.2267 
-31.3165 18.5738 
-33.5154 18.8449 
-38.6282 21.0402 
-37.8955 20.2908 
-25.5033 15.4744 
-33.3514 16.2368 
-40.1774 25.621 
-22.7435 15.3897 
-38.0772 25.7367 
-27.4886 15.3621 
-24.9949 10.8704 
-35.1375 24.152 
-34.277 20.801 
-24.3546 14.865 
-35.5385 24.9949 
-41.1377 31.4163 
-28.1478 16.5738 
-36.6289 21.7061 
-21.2846 16.4339 
-31.9712 10.5394 
-39.5692 26.4447 
-40.3317 28.991 
-21.8743 12.302 
-28.437 13.0177 
-37.6365 31.1945 
-27.6521 17.6081 
-40.6876 31.7483 
-36.6749 24.7744 
-24.2301 11.8112 
-21.4922 14.3344 
-36.4352 20.8894 
-40.343 28.4434 
-31.4169 25.2511 
-13.4545 -37.8236 
-15.4194 -38.381 
-15.4935 -39.4714 
-17.1622 -42.5316 
-15.8969 -39.1239 
-13.7321 -38.2966 
-16.1693 -40.051 
-16.0118 -40.9305 
-15.7135 -40.7122 
-13.9032 -38.5038 
-16.1367 -40.6024 
-15.5513 -38.8438 
-15.0459 -36.7061 
-16.915 -42.078 
-13.6813 -38.4304 
-14.8905 -41.3792 
-14.9039 -40.8081 
-14.4386 -40.9563 
-13.1767 -39.4921 
-14.8788 -36.8699 
-17.7622 -41.2154 
-18.202 -42.7958 
-12.913 -38.5488 
-17.4767 -39.2744 
-17.4635 -40.2396 
-17.7864 -40.1153 
-18.4279 -42.5246 
-12.9404 -39.3108 
-14.7315 -37.1168 
-4.94295 -6.50711 
-18.2457 -40.9587 
-18.7071 -42.0795 
-5.47213 1.39062 
-5.47633 1.41153 
-4.6303 3.02624 
-4.11771 3.59938 
-4.7709 2.34654 
-6.07209 3.66471 
-6.06196 3.63559 
-5.7682 2.41755 
-5.10553 3.32037 
-5.21641 2.81522 
-5.59046 3.01321 
-6.88455 3.13918 
4.98432 -3.15043 
4.89715 -2.70409 
4.40974 -2.40765 
5.25424 -2.65584 
4.11571 -2.16639 
5.00268 -3.8657 
-12.689 -14.3623 
-5.87958 -8.23333 
-7.2454 -10.6301 
-7.39519 -9.21565 
-6.02114 -7.15834 
-6.83353 -8.88989 
-8.39534 -9.91002 
-14.4321 -13.5718 
-12.8218 -11.7351 
-14.7946 -12.613 
-11.4509 -10.5352 
-9.99605 -7.84801 
-10.5482 -11.2858 
-10.2851 -12.1289 
-12.5463 -12.1168 
-9.58656 -11.9936 
-11.0098 -6.9216 
-9.84984 -9.35545 
-11.7234 -7.53504 
-13.6415 -12.9878 
-10.298 -10.1019 
-15.2149 -13.87 
-12.3821 -12.1729 
-7.79158 -8.79108 
-11.7762 -6.85725 
-9.19797 -9.88945 
-12.3343 -7.80568 
-13.2929 -12.5374 
-8.58928 -8.80585 
-10.6131 -13.3686 
-8.2074 -7.8899 
-7.67146 -7.66456 
-6.8356 -6.93676 
-8.52013 -6.35565 
-14.3322 -14.5743 
-8.81484 -7.2647 
-9.06547 -7.71214 
-6.84144 -5.61519 
-9.76531 -8.65145 
-12.3783 -14.2032 
-12.8612 -13.2475 
-13.9167 -14.5092 
-13.1339 -10.9809 
-10.8947 -12.6181 
-7.15326 -7.51944 
-7.69359 -6.27848 
-6.69887 -6.90585 
-7.63183 -7.86117 
-8.54193 -18.2873 
-8.70395 -18.4138 
-8.20067 -17.5885 
-8.14336 -17.5138 
-8.7721 -18.5259 
-7.98993 -17.2261 
-0.421158 -8.86696 
0.0463537 -11.2637 
-0.010362 -11.1402 
-0.0552359 -11.1238 
-1.05404 -8.9419 
-1.38778 -8.3295 
-1.36431 -8.3964 
-0.136942 -10.7957 
-1.47904 -8.19542 
46.4991 4.25844 
37.0182 0.392976 
51.0249 6.16755 
44.2936 3.41113 
50.2924 5.85158 
40.3223 3.36311 
47.2455 5.05205 
49.8045 5.49092 
36.6192 -1.95193 
38.2966 0.683638 
41.2466 4.36324 
42.8795 4.32027 
41.4781 3.15496 
50.1875 5.2743 
45.2939 4.95119 
44.4268 5.50852 
41.5063 2.81867 
50.7397 5.75636 
45.142 0.729608 
50.5 4.08993 
36.9323 -0.442455 
43.1977 2.82658 
49.6973 4.24389 
47.8836 4.67726 
35.9223 -0.749769 
49.9258 4.54366 
40.8972 1.37242 
36.4549 0.763237 
42.6563 2.43961 
37.2214 2.24768 
41.9404 1.15902 
46.3057 2.84364 
43.535 1.67733 
38.7226 -1.11903 
46.1331 3.46019 
47.7965 2.82945 
41.3131 1.34769 
46.1717 2.17614 
46.09 1.33796 
38.3337 3.41251 
45.2585 3.63383 
35.0426 1.19802 
35.8194 2.20537 
44.8385 4.38427 
34.7341 -0.0967921 
31.8267 -0.733607 
47.0862 0.881866 
35.4214 -0.417556 
44.8007 2.61767 
38.9166 2.06974 
47.1871 2.55613 
39.6761 -0.0483586 
48.6136 2.44721 
35.6282 1.10972 
35.6879 0.490784 
37.8351 1.86997 
34.9871 2.50268 
36.517 3.25615 
34.7951 2.14298 
36.937 1.73887 
36.7749 1.02529 
39.3485 1.95258 
38.3327 0.390521 
35.7107 0.343412 
45.1325 2.23457 
34.1532 0.0504351 
34.2275 1.45514 
47.9894 2.08696 
46.0192 0.438966 
47.1248 0.297314 
41.5296 0.149305 
10.949 -5.31899 
26.0719 -4.16398 
26.828 -3.67697 
10.9232 -5.31672 
25.6494 -3.47452 
26.7419 -5.24019 
25.5906 -5.23899 
26.2953 -4.90134 
25.7058 -5.77395 
29.4374 -9.9356 
26.4442 -7.31676 
30.3295 -11.3404 
29.9296 -10.65 
31.4565 -11.7574 
27.3209 -7.55279 
27.68 -6.72858 
25.6132 -5.88861 
25.3457 -5.73471 
25.9916 -6.78398 
29.4943 -9.90948 
30.7123 -12.73 
30.5902 -11.6831 
29.8138 -10.947 
30.5303 -12.1496 
29.0248 -10.1662 
30.0927 -12.289 
-17.2543 6.68684 
